날짜,위치,업종,매출
201911,대구,종합병원,33371
201912,대구,종합병원,34112
202001,대구,종합병원,34418
202002,대구,종합병원,28427
202003,대구,종합병원,19086
202004,대구,종합병원,24343
201901,대구,일반병의원/기타의료기관,149181
201902,대구,일반병의원/기타의료기관,126461
201903,대구,일반병의원/기타의료기관,142910
201904,대구,일반병의원/기타의료기관,139393
201905,대구,일반병의원/기타의료기관,148280
201906,대구,일반병의원/기타의료기관,142011
201907,대구,일반병의원/기타의료기관,149042
201908,대구,일반병의원/기타의료기관,152109
201909,대구,일반병의원/기타의료기관,133768
201910,대구,일반병의원/기타의료기관,156033
201911,대구,일반병의원/기타의료기관,155443
201912,대구,일반병의원/기타의료기관,156338
202001,대구,일반병의원/기타의료기관,157643
202002,대구,일반병의원/기타의료기관,141193
202003,대구,일반병의원/기타의료기관,111300
202004,대구,일반병의원/기타의료기관,132539
201901,대구,자동차,33026
201902,대구,자동차,28719
201903,대구,자동차,35643
201904,대구,자동차,33904
201905,대구,자동차,37082
201906,대구,자동차,35263
201907,대구,자동차,36301
201908,대구,자동차,36567
201909,대구,자동차,31647
201910,대구,자동차,35786
201911,대구,자동차,36892
201912,대구,자동차,35748
202001,대구,자동차,31251
202002,대구,자동차,29163
202003,대구,자동차,28469
202004,대구,자동차,32626
201901,대구,국산자동차신품,90
201902,대구,국산자동차신품,128
201903,대구,국산자동차신품,118
201904,대구,국산자동차신품,69
201905,대구,국산자동차신품,72
201906,대구,국산자동차신품,101
201907,대구,국산자동차신품,123
201908,대구,국산자동차신품,86
201909,대구,국산자동차신품,76
201910,대구,국산자동차신품,96
201911,대구,국산자동차신품,68
201912,대구,국산자동차신품,101
202001,대구,국산자동차신품,102
202002,대구,국산자동차신품,74
202003,대구,국산자동차신품,57
202004,대구,국산자동차신품,123
201901,대구,기타운송수단,5114
201902,대구,기타운송수단,5411
201903,대구,기타운송수단,6862
201904,대구,기타운송수단,6296
201905,대구,기타운송수단,6103
201906,대구,기타운송수단,5713
201907,대구,기타운송수단,5980
201908,대구,기타운송수단,5616
201909,대구,기타운송수단,4898
201910,대구,기타운송수단,5423
201911,대구,기타운송수단,5837
201912,대구,기타운송수단,5876
202001,대구,기타운송수단,4506
202002,대구,기타운송수단,4900
202003,대구,기타운송수단,5221
202004,대구,기타운송수단,6818
201901,대구,자동차 부품 및 정비,27823
201902,대구,자동차 부품 및 정비,23180
201903,대구,자동차 부품 및 정비,28663
201904,대구,자동차 부품 및 정비,27539
201905,대구,자동차 부품 및 정비,30908
201906,대구,자동차 부품 및 정비,29449
201907,대구,자동차 부품 및 정비,30198
201908,대구,자동차 부품 및 정비,30865
201909,대구,자동차 부품 및 정비,26673
201910,대구,자동차 부품 및 정비,30267
201911,대구,자동차 부품 및 정비,30987
201912,대구,자동차 부품 및 정비,29771
202001,대구,자동차 부품 및 정비,26643
202002,대구,자동차 부품 및 정비,24189
202003,대구,자동차 부품 및 정비,23191
202004,대구,자동차 부품 및 정비,25684
201901,대구,여행/교통,12562
201902,대구,여행/교통,11880
201903,대구,여행/교통,12299
201904,대구,여행/교통,13098
201905,대구,여행/교통,13488
201906,대구,여행/교통,13072
201907,대구,여행/교통,13399
201908,대구,여행/교통,13571
201909,대구,여행/교통,13534
201910,대구,여행/교통,14654
201911,대구,여행/교통,15217
201912,대구,여행/교통,15742
202001,대구,여행/교통,14582
202002,대구,여행/교통,10807
202003,대구,여행/교통,6029
202004,대구,여행/교통,7882
201901,대구,여행사/자동차임대,1125
201902,대구,여행사/자동차임대,791
201903,대구,여행사/자동차임대,899
201904,대구,여행사/자동차임대,782
201905,대구,여행사/자동차임대,975
201906,대구,여행사/자동차임대,792
201907,대구,여행사/자동차임대,839
201908,대구,여행사/자동차임대,799
201909,대구,여행사/자동차임대,794
201910,대구,여행사/자동차임대,987
201911,대구,여행사/자동차임대,842
201912,대구,여행사/자동차임대,812
202001,대구,여행사/자동차임대,836
202002,대구,여행사/자동차임대,512
202003,대구,여행사/자동차임대,308
202004,대구,여행사/자동차임대,376
201901,대구,항공사,63
201902,대구,항공사,7
201903,대구,항공사,13
201904,대구,항공사,14
201905,대구,항공사,2
201906,대구,항공사,-7
201907,대구,항공사,2
201908,대구,항공사,1
201909,대구,항공사,0
201910,대구,항공사,1
201911,대구,항공사,0
201912,대구,항공사,1
202001,대구,항공사,0
202002,대구,항공사,1
202003,대구,항공사,0
202004,대구,항공사,0
201901,대구,대중교통,11374
201902,대구,대중교통,11083
201903,대구,대중교통,11386
201904,대구,대중교통,12302
201905,대구,대중교통,12510
201906,대구,대중교통,12287
201907,대구,대중교통,12557
201908,대구,대중교통,12772
201909,대구,대중교통,12740
201910,대구,대중교통,13665
201911,대구,대중교통,14375
201912,대구,대중교통,14929
202001,대구,대중교통,13745
202002,대구,대중교통,10293
202003,대구,대중교통,5721
202004,대구,대중교통,7506
201901,대구,오락/문화,39329
201902,대구,오락/문화,36425
201903,대구,오락/문화,47258
201904,대구,오락/문화,41089
201905,대구,오락/문화,43067
201906,대구,오락/문화,38972
201907,대구,오락/문화,39879
201908,대구,오락/문화,38215
201909,대구,오락/문화,38341
201910,대구,오락/문화,41847
201911,대구,오락/문화,42003
201912,대구,오락/문화,45255
202001,대구,오락/문화,39311
202002,대구,오락/문화,27477
202003,대구,오락/문화,18937
202004,대구,오락/문화,25116
201901,대구,스포츠/오락/여가,32234
201902,대구,스포츠/오락/여가,29566
201903,대구,스포츠/오락/여가,35229
201904,대구,스포츠/오락/여가,33844
201905,대구,스포츠/오락/여가,35835
201906,대구,스포츠/오락/여가,32537
201907,대구,스포츠/오락/여가,32646
201908,대구,스포츠/오락/여가,30979
201909,대구,스포츠/오락/여가,31224
201910,대구,스포츠/오락/여가,35560
201911,대구,스포츠/오락/여가,35365
201912,대구,스포츠/오락/여가,37138
202001,대구,스포츠/오락/여가,32655
202002,대구,스포츠/오락/여가,21809
202003,대구,스포츠/오락/여가,13493
202004,대구,스포츠/오락/여가,19584
201901,대구,서적/문구,7095
201902,대구,서적/문구,6859
201903,대구,서적/문구,12029
201904,대구,서적/문구,7244
201905,대구,서적/문구,7233
201906,대구,서적/문구,6435
201907,대구,서적/문구,7232
201908,대구,서적/문구,7236
201909,대구,서적/문구,7117
201910,대구,서적/문구,6287
201911,대구,서적/문구,6638
201912,대구,서적/문구,8117
202001,대구,서적/문구,6655
202002,대구,서적/문구,5668
202003,대구,서적/문구,5445
202004,대구,서적/문구,5532
201901,대구,교육,43924
201902,대구,교육,40418
201903,대구,교육,46935
201904,대구,교육,40563
201905,대구,교육,44348
201906,대구,교육,44615
201907,대구,교육,45132
201908,대구,교육,48950
201909,대구,교육,43464
201910,대구,교육,44360
201911,대구,교육,44737
201912,대구,교육,44246
202001,대구,교육,44815
202002,대구,교육,36038
202003,대구,교육,10672
202004,대구,교육,20685
201901,대구,숙박/음식,192946
201902,대구,숙박/음식,172288
201903,대구,숙박/음식,193215
201904,대구,숙박/음식,188685
201905,대구,숙박/음식,204893
201906,대구,숙박/음식,194699
201907,대구,숙박/음식,201772
201908,대구,숙박/음식,203266
201909,대구,숙박/음식,187388
201910,대구,숙박/음식,200528
201911,대구,숙박/음식,194782
201912,대구,숙박/음식,220443
202001,대구,숙박/음식,194564
202002,대구,숙박/음식,138984
202003,대구,숙박/음식,94740
202004,대구,숙박/음식,125141
201901,대구,공과금/개인 및 전문 서비스,44466
201902,대구,공과금/개인 및 전문 서비스,39513
201903,대구,공과금/개인 및 전문 서비스,36374
201904,대구,공과금/개인 및 전문 서비스,49105
201905,대구,공과금/개인 및 전문 서비스,40279
201906,대구,공과금/개인 및 전문 서비스,34252
201907,대구,공과금/개인 및 전문 서비스,38090
201908,대구,공과금/개인 및 전문 서비스,33609
201909,대구,공과금/개인 및 전문 서비스,36478
201910,대구,공과금/개인 및 전문 서비스,38206
201911,대구,공과금/개인 및 전문 서비스,35325
201912,대구,공과금/개인 및 전문 서비스,46917
202001,대구,공과금/개인 및 전문 서비스,45952
202002,대구,공과금/개인 및 전문 서비스,28401
202003,대구,공과금/개인 및 전문 서비스,43957
202004,대구,공과금/개인 및 전문 서비스,26923
201901,대구,금융/보험,1014
201902,대구,금융/보험,1062
201903,대구,금융/보험,1703
201904,대구,금융/보험,1301
201905,대구,금융/보험,1491
201906,대구,금융/보험,1355
201907,대구,금융/보험,1122
201908,대구,금융/보험,1174
201909,대구,금융/보험,876
201910,대구,금융/보험,1156
201911,대구,금융/보험,1061
201912,대구,금융/보험,896
202001,대구,금융/보험,856
202002,대구,금융/보험,1303
202003,대구,금융/보험,1625
202004,대구,금융/보험,1439
201901,대구,기타,73195
201902,대구,기타,66139
201903,대구,기타,77274
201904,대구,기타,72653
201905,대구,기타,81074
201906,대구,기타,77255
201907,대구,기타,73772
201908,대구,기타,78773
201909,대구,기타,73945
201910,대구,기타,76313
201911,대구,기타,81003
201912,대구,기타,79854
202001,대구,기타,76337
202002,대구,기타,69520
202003,대구,기타,63451
202004,대구,기타,66061
201901,인천,합계,1374600
201902,인천,합계,1213794
201903,인천,합계,1393373
201904,인천,합계,1341160
201905,인천,합계,1418233
201906,인천,합계,1307727
201907,인천,합계,1271030
201908,인천,합계,1277768
201909,인천,합계,1214336
201910,인천,합계,1304959
201911,인천,합계,1328346
201912,인천,합계,1388431
202001,인천,합계,1341979
202002,인천,합계,1133964
202003,인천,합계,1108424
202004,인천,합계,1091299
201901,인천,종합소매,356956
201902,인천,종합소매,321139
201903,인천,종합소매,347302
201904,인천,종합소매,345172
201905,인천,종합소매,363401
201906,인천,종합소매,345706
201907,인천,종합소매,344052
201908,인천,종합소매,335376
201909,인천,종합소매,344841
201910,인천,종합소매,335975
201911,인천,종합소매,338847
201912,인천,종합소매,351788
202001,인천,종합소매,353948
202002,인천,종합소매,267090
202003,인천,종합소매,272331
202004,인천,종합소매,259303
201901,인천,백화점,48021
201902,인천,백화점,41147
201903,인천,백화점,46331
201904,인천,백화점,44069
201905,인천,백화점,48922
201906,인천,백화점,44362
201907,인천,백화점,38026
201908,인천,백화점,38516
201909,인천,백화점,46994
201910,인천,백화점,49095
201911,인천,백화점,51432
201912,인천,백화점,52564
202001,인천,백화점,44004
202002,인천,백화점,28206
202003,인천,백화점,29408
202004,인천,백화점,36182
201901,인천,대형마트/유통전문점,130564
201902,인천,대형마트/유통전문점,116027
201903,인천,대형마트/유통전문점,127737
201904,인천,대형마트/유통전문점,126004
201905,인천,대형마트/유통전문점,133621
201906,인천,대형마트/유통전문점,122034
201907,인천,대형마트/유통전문점,127078
201908,인천,대형마트/유통전문점,121152
201909,인천,대형마트/유통전문점,126792
201910,인천,대형마트/유통전문점,115761
201911,인천,대형마트/유통전문점,119286
201912,인천,대형마트/유통전문점,125289
202001,인천,대형마트/유통전문점,129664
202002,인천,대형마트/유통전문점,97179
202003,인천,대형마트/유통전문점,111572
202004,인천,대형마트/유통전문점,107173
201901,인천,슈퍼마켓,83037
201902,인천,슈퍼마켓,75021
201903,인천,슈퍼마켓,80300
201904,인천,슈퍼마켓,78745
201905,인천,슈퍼마켓,81846
201906,인천,슈퍼마켓,78979
201907,인천,슈퍼마켓,77139
201908,인천,슈퍼마켓,78051
201909,인천,슈퍼마켓,76697
201910,인천,슈퍼마켓,72894
201911,인천,슈퍼마켓,74425
201912,인천,슈퍼마켓,75993
202001,인천,슈퍼마켓,84682
202002,인천,슈퍼마켓,79829
202003,인천,슈퍼마켓,88530
202004,인천,슈퍼마켓,78777
201901,인천,편의점,36744
201902,인천,편의점,32731
201903,인천,편의점,37788
201904,인천,편의점,38444
201905,인천,편의점,41451
201906,인천,편의점,40563
201907,인천,편의점,41887
201908,인천,편의점,40910
201909,인천,편의점,39900
201910,인천,편의점,40527
201911,인천,편의점,38473
201912,인천,편의점,39571
202001,인천,편의점,38303
202002,인천,편의점,36236
202003,인천,편의점,38561
202004,인천,편의점,36803
201901,인천,면세점,58589
201902,인천,면세점,56212
201903,인천,면세점,55145
201904,인천,면세점,57910
201905,인천,면세점,57561
201906,인천,면세점,59768
201907,인천,면세점,59922
201908,인천,면세점,56748
201909,인천,면세점,54457
201910,인천,면세점,57698
201911,인천,면세점,55230
201912,인천,면세점,58371
202001,인천,면세점,57296
202002,인천,면세점,25640
202003,인천,면세점,4260
202004,인천,면세점,368
201901,인천,전자상거래/통신판매,10677
201902,인천,전자상거래/통신판매,6489
201903,인천,전자상거래/통신판매,8127
201904,인천,전자상거래/통신판매,7627
201905,인천,전자상거래/통신판매,7507
201906,인천,전자상거래/통신판매,6859
201907,인천,전자상거래/통신판매,7255
201908,인천,전자상거래/통신판매,7419
201909,인천,전자상거래/통신판매,7180
201910,인천,전자상거래/통신판매,7239
201911,인천,전자상거래/통신판매,7303
201912,인천,전자상거래/통신판매,8089
202001,인천,전자상거래/통신판매,7737
202002,인천,전자상거래/통신판매,9112
202003,인천,전자상거래/통신판매,7825
202004,인천,전자상거래/통신판매,6457
201901,인천,식료품,47896
201902,인천,식료품,45565
201903,인천,식료품,39344
201904,인천,식료품,39721
201905,인천,식료품,43157
201906,인천,식료품,38320
201907,인천,식료품,32998
201908,인천,식료품,35771
201909,인천,식료품,51682
201910,인천,식료품,42640
201911,인천,식료품,43662
201912,인천,식료품,43444
202001,인천,식료품,59185
202002,인천,식료품,36117
202003,인천,식료품,41349
202004,인천,식료품,42101
201901,인천,일반식료품,43509
201902,인천,일반식료품,42033
201903,인천,일반식료품,36175
201904,인천,일반식료품,36397
201905,인천,일반식료품,39342
201906,인천,일반식료품,35278
201907,인천,일반식료품,30243
201908,인천,일반식료품,32678
201909,인천,일반식료품,46944
201910,인천,일반식료품,38828
201911,인천,일반식료품,40162
201912,인천,일반식료품,39981
202001,인천,일반식료품,53623
202002,인천,일반식료품,32972
202003,인천,일반식료품,38600
202004,인천,일반식료품,39233
201901,인천,건강보조식품,4387
201902,인천,건강보조식품,3532
201903,인천,건강보조식품,3169
201904,인천,건강보조식품,3325
201905,인천,건강보조식품,3815
201906,인천,건강보조식품,3042
201907,인천,건강보조식품,2755
201908,인천,건강보조식품,3093
201909,인천,건강보조식품,4738
201910,인천,건강보조식품,3811
201911,인천,건강보조식품,3500
201912,인천,건강보조식품,3463
202001,인천,건강보조식품,5562
202002,인천,건강보조식품,3145
202003,인천,건강보조식품,2749
202004,인천,건강보조식품,2869
201901,인천,의류/잡화,51117
201902,인천,의류/잡화,45174
201903,인천,의류/잡화,58012
201904,인천,의류/잡화,54855
201905,인천,의류/잡화,58131
201906,인천,의류/잡화,52435
201907,인천,의류/잡화,47728
201908,인천,의류/잡화,43592
201909,인천,의류/잡화,45165
201910,인천,의류/잡화,55341
201911,인천,의류/잡화,54860
201912,인천,의류/잡화,53751
202001,인천,의류/잡화,44767
202002,인천,의류/잡화,38289
202003,인천,의류/잡화,35479
202004,인천,의류/잡화,37873
201901,인천,의복/직물,23268
201902,인천,의복/직물,20446
201903,인천,의복/직물,26399
201904,인천,의복/직물,25838
201905,인천,의복/직물,27644
201906,인천,의복/직물,24831
201907,인천,의복/직물,21921
201908,인천,의복/직물,18069
201909,인천,의복/직물,21103
201910,인천,의복/직물,27623
201911,인천,의복/직물,28690
201912,인천,의복/직물,26609
202001,인천,의복/직물,19837
202002,인천,의복/직물,15174
202003,인천,의복/직물,14827
202004,인천,의복/직물,17580
201901,인천,복식잡화,7245
201902,인천,복식잡화,6423
201903,인천,복식잡화,9287
201904,인천,복식잡화,7961
201905,인천,복식잡화,8006
201906,인천,복식잡화,6911
201907,인천,복식잡화,6406
201908,인천,복식잡화,6113
201909,인천,복식잡화,6373
201910,인천,복식잡화,8353
201911,인천,복식잡화,7504
201912,인천,복식잡화,7402
202001,인천,복식잡화,5902
202002,인천,복식잡화,5681
202003,인천,복식잡화,5238
202004,인천,복식잡화,5034
201901,인천,시계/귀금속/안경,10162
201902,인천,시계/귀금속/안경,9443
201903,인천,시계/귀금속/안경,11299
201904,인천,시계/귀금속/안경,10603
201905,인천,시계/귀금속/안경,11741
201906,인천,시계/귀금속/안경,10452
201907,인천,시계/귀금속/안경,9624
201908,인천,시계/귀금속/안경,9714
201909,인천,시계/귀금속/안경,8598
201910,인천,시계/귀금속/안경,9279
201911,인천,시계/귀금속/안경,8629
201912,인천,시계/귀금속/안경,9449
202001,인천,시계/귀금속/안경,9089
202002,인천,시계/귀금속/안경,8221
202003,인천,시계/귀금속/안경,7497
202004,인천,시계/귀금속/안경,7366
201901,인천,화장품,10442
201902,인천,화장품,8861
201903,인천,화장품,11027
201904,인천,화장품,10452
201905,인천,화장품,10740
201906,인천,화장품,10241
201907,인천,화장품,9777
201908,인천,화장품,9697
201909,인천,화장품,9092
201910,인천,화장품,10086
201911,인천,화장품,10037
201912,인천,화장품,10292
202001,인천,화장품,9940
202002,인천,화장품,9212
202003,인천,화장품,7917
202004,인천,화장품,7893
201901,인천,연료,134482
201902,인천,연료,116073
201903,인천,연료,132287
201904,인천,연료,130305
201905,인천,연료,135772
201906,인천,연료,131578
201907,인천,연료,128818
201908,인천,연료,132877
201909,인천,연료,121545
201910,인천,연료,131844
201911,인천,연료,134747
201912,인천,연료,137490
202001,인천,연료,134621
202002,인천,연료,124328
202003,인천,연료,120735
202004,인천,연료,106373
201901,인천,가구/가전,40001
201902,인천,가구/가전,37291
201903,인천,가구/가전,47146
201904,인천,가구/가전,41677
201905,인천,가구/가전,46020
201906,인천,가구/가전,38374
201907,인천,가구/가전,38966
201908,인천,가구/가전,38092
201909,인천,가구/가전,33715
201910,인천,가구/가전,36863
201911,인천,가구/가전,38487
201912,인천,가구/가전,31461
202001,인천,가구/가전,32236
202002,인천,가구/가전,34515
202003,인천,가구/가전,38574
202004,인천,가구/가전,38287
201901,인천,가구,8610
201902,인천,가구,8464
201903,인천,가구,9913
201904,인천,가구,9129
201905,인천,가구,9050
201906,인천,가구,8196
201907,인천,가구,7248
201908,인천,가구,8005
201909,인천,가구,7941
201910,인천,가구,8918
201911,인천,가구,8145
201912,인천,가구,8177
202001,인천,가구,7474
202002,인천,가구,8946
202003,인천,가구,8919
202004,인천,가구,8578
201901,인천,가전제품/정보통신기기,31392
201902,인천,가전제품/정보통신기기,28827
201903,인천,가전제품/정보통신기기,37233
201904,인천,가전제품/정보통신기기,32548
201905,인천,가전제품/정보통신기기,36970
201906,인천,가전제품/정보통신기기,30178
201907,인천,가전제품/정보통신기기,31718
201908,인천,가전제품/정보통신기기,30087
201909,인천,가전제품/정보통신기기,25774
201910,인천,가전제품/정보통신기기,27945
201911,인천,가전제품/정보통신기기,30341
201912,인천,가전제품/정보통신기기,23284
202001,인천,가전제품/정보통신기기,24762
202002,인천,가전제품/정보통신기기,25569
202003,인천,가전제품/정보통신기기,29655
202004,인천,가전제품/정보통신기기,29710
201901,인천,의료/보건,163115
201902,인천,의료/보건,138034
201903,인천,의료/보건,161318
201904,인천,의료/보건,156020
201905,인천,의료/보건,157557
201906,인천,의료/보건,143106
201907,인천,의료/보건,139146
201908,인천,의료/보건,143005
201909,인천,의료/보건,126661
201910,인천,의료/보건,150448
201911,인천,의료/보건,154537
201912,인천,의료/보건,158958
202001,인천,의료/보건,162547
202002,인천,의료/보건,153529
202003,인천,의료/보건,134525
202004,인천,의료/보건,140283
201901,인천,종합병원,38111
201902,인천,종합병원,31413
201903,인천,종합병원,36792
201904,인천,종합병원,36224
201905,인천,종합병원,36741
201906,인천,종합병원,33270
201907,인천,종합병원,33962
201908,인천,종합병원,34716
201909,인천,종합병원,30627
201910,인천,종합병원,34454
201911,인천,종합병원,35886
201912,인천,종합병원,37425
202001,인천,종합병원,38012
202002,인천,종합병원,33069
202003,인천,종합병원,29077
202004,인천,종합병원,30040
201901,인천,일반병의원/기타의료기관,125005
201902,인천,일반병의원/기타의료기관,106620
201903,인천,일반병의원/기타의료기관,124526
201904,인천,일반병의원/기타의료기관,119796
201905,인천,일반병의원/기타의료기관,120816
201906,인천,일반병의원/기타의료기관,109836
201907,인천,일반병의원/기타의료기관,105184
201908,인천,일반병의원/기타의료기관,108289
201909,인천,일반병의원/기타의료기관,96034
201910,인천,일반병의원/기타의료기관,115995
201911,인천,일반병의원/기타의료기관,118651
201912,인천,일반병의원/기타의료기관,121533
202001,인천,일반병의원/기타의료기관,124535
202002,인천,일반병의원/기타의료기관,120460
202003,인천,일반병의원/기타의료기관,105448
202004,인천,일반병의원/기타의료기관,110242
201901,인천,자동차,67161
201902,인천,자동차,57272
201903,인천,자동차,76103
201904,인천,자동차,67833
201905,인천,자동차,69909
201906,인천,자동차,64489
201907,인천,자동차,63730
201908,인천,자동차,64495
201909,인천,자동차,52930
201910,인천,자동차,67343
201911,인천,자동차,79056
201912,인천,자동차,83227
202001,인천,자동차,65634
202002,인천,자동차,66315
202003,인천,자동차,92209
202004,인천,자동차,75380
201901,인천,국산자동차신품,24793
201902,인천,국산자동차신품,20799
201903,인천,국산자동차신품,31365
201904,인천,국산자동차신품,25700
201905,인천,국산자동차신품,22240
201906,인천,국산자동차신품,20058
201907,인천,국산자동차신품,20166
201908,인천,국산자동차신품,18621
201909,인천,국산자동차신품,14461
201910,인천,국산자동차신품,22634
201911,인천,국산자동차신품,33493
201912,인천,국산자동차신품,39216
202001,인천,국산자동차신품,26567
202002,인천,국산자동차신품,28541
202003,인천,국산자동차신품,54537
202004,인천,국산자동차신품,36501
201901,인천,기타운송수단,3854
201902,인천,기타운송수단,5067
201903,인천,기타운송수단,5585
201904,인천,기타운송수단,5211
201905,인천,기타운송수단,6152
201906,인천,기타운송수단,5462
201907,인천,기타운송수단,4977
201908,인천,기타운송수단,4546
201909,인천,기타운송수단,3404
201910,인천,기타운송수단,3952
201911,인천,기타운송수단,3826
201912,인천,기타운송수단,3385
202001,인천,기타운송수단,2744
202002,인천,기타운송수단,3251
202003,인천,기타운송수단,3536
202004,인천,기타운송수단,4065
201901,인천,자동차 부품 및 정비,38515
201902,인천,자동차 부품 및 정비,31406
201903,인천,자동차 부품 및 정비,39153
201904,인천,자동차 부품 및 정비,36923
201905,인천,자동차 부품 및 정비,41517
201906,인천,자동차 부품 및 정비,38969
201907,인천,자동차 부품 및 정비,38587
201908,인천,자동차 부품 및 정비,41327
201909,인천,자동차 부품 및 정비,35065
201910,인천,자동차 부품 및 정비,40757
201911,인천,자동차 부품 및 정비,41737
201912,인천,자동차 부품 및 정비,40626
202001,인천,자동차 부품 및 정비,36323
202002,인천,자동차 부품 및 정비,34524
202003,인천,자동차 부품 및 정비,34135
202004,인천,자동차 부품 및 정비,34814
201901,인천,여행/교통,21933
201902,인천,여행/교통,19943
201903,인천,여행/교통,19339
201904,인천,여행/교통,20952
201905,인천,여행/교통,21562
201906,인천,여행/교통,19215
201907,인천,여행/교통,19244
201908,인천,여행/교통,17539
201909,인천,여행/교통,17758
201910,인천,여행/교통,20592
201911,인천,여행/교통,21392
201912,인천,여행/교통,20414
202001,인천,여행/교통,19057
202002,인천,여행/교통,10542
202003,인천,여행/교통,7483
202004,인천,여행/교통,9727
201901,인천,여행사/자동차임대,772
201902,인천,여행사/자동차임대,685
201903,인천,여행사/자동차임대,747
201904,인천,여행사/자동차임대,729
201905,인천,여행사/자동차임대,906
201906,인천,여행사/자동차임대,901
201907,인천,여행사/자동차임대,953
201908,인천,여행사/자동차임대,828
201909,인천,여행사/자동차임대,787
201910,인천,여행사/자동차임대,843
201911,인천,여행사/자동차임대,741
201912,인천,여행사/자동차임대,865
202001,인천,여행사/자동차임대,898
202002,인천,여행사/자동차임대,807
202003,인천,여행사/자동차임대,817
202004,인천,여행사/자동차임대,811
201901,인천,항공사,10196
201902,인천,항공사,8298
201903,인천,항공사,8148
201904,인천,항공사,7566
201905,인천,항공사,8132
201906,인천,항공사,6245
201907,인천,항공사,6571
201908,인천,항공사,4078
201909,인천,항공사,6018
201910,인천,항공사,7396
201911,인천,항공사,7866
201912,인천,항공사,8022
202001,인천,항공사,6860
202002,인천,항공사,-278
202003,인천,항공사,-1441
202004,인천,항공사,356
201901,인천,대중교통,10965
201902,인천,대중교통,10961
201903,인천,대중교통,10444
201904,인천,대중교통,12658
201905,인천,대중교통,12523
201906,인천,대중교통,12069
201907,인천,대중교통,11719
201908,인천,대중교통,12632
201909,인천,대중교통,10953
201910,인천,대중교통,12353
201911,인천,대중교통,12784
201912,인천,대중교통,11527
202001,인천,대중교통,11299
202002,인천,대중교통,10013
202003,인천,대중교통,8107
202004,인천,대중교통,8560
201901,인천,오락/문화,49792
201902,인천,오락/문화,47280
201903,인천,오락/문화,61611
201904,인천,오락/문화,58283
201905,인천,오락/문화,62687
201906,인천,오락/문화,55477
201907,인천,오락/문화,52203
201908,인천,오락/문화,51623
201909,인천,오락/문화,51274
201910,인천,오락/문화,58904
201911,인천,오락/문화,58531
201912,인천,오락/문화,57531
202001,인천,오락/문화,49638
202002,인천,오락/문화,41580
202003,인천,오락/문화,40402
202004,인천,오락/문화,46458
201901,인천,스포츠/오락/여가,42607
201902,인천,스포츠/오락/여가,41041
201903,인천,스포츠/오락/여가,51627
201904,인천,스포츠/오락/여가,51448
201905,인천,스포츠/오락/여가,55889
201906,인천,스포츠/오락/여가,49599
201907,인천,스포츠/오락/여가,46274
201908,인천,스포츠/오락/여가,45534
201909,인천,스포츠/오락/여가,45665
201910,인천,스포츠/오락/여가,53169
201911,인천,스포츠/오락/여가,52616
201912,인천,스포츠/오락/여가,50119
202001,인천,스포츠/오락/여가,43043
202002,인천,스포츠/오락/여가,35866
202003,인천,스포츠/오락/여가,35162
202004,인천,스포츠/오락/여가,41158
201901,인천,서적/문구,7185
201902,인천,서적/문구,6239
201903,인천,서적/문구,9984
201904,인천,서적/문구,6835
201905,인천,서적/문구,6798
201906,인천,서적/문구,5878
201907,인천,서적/문구,5929
201908,인천,서적/문구,6089
201909,인천,서적/문구,5609
201910,인천,서적/문구,5735
201911,인천,서적/문구,5916
201912,인천,서적/문구,7413
202001,인천,서적/문구,6595
202002,인천,서적/문구,5714
202003,인천,서적/문구,5239
202004,인천,서적/문구,5300
201901,인천,교육,53630
201902,인천,교육,48014
201903,인천,교육,55678
201904,인천,교육,47728
201905,인천,교육,50496
201906,인천,교육,44302
201907,인천,교육,39458
201908,인천,교육,41072
201909,인천,교육,35228
201910,인천,교육,37824
201911,인천,교육,43878
201912,인천,교육,45499
202001,인천,교육,48589
202002,인천,교육,43364
202003,인천,교육,27495
202004,인천,교육,31049
201901,인천,숙박/음식,262106
201902,인천,숙박/음식,229759
201903,인천,숙박/음식,262682
201904,인천,숙박/음식,254970
201905,인천,숙박/음식,277373
201906,인천,숙박/음식,253338
201907,인천,숙박/음식,246923
201908,인천,숙박/음식,252310
201909,인천,숙박/음식,222170
201910,인천,숙박/음식,244311
201911,인천,숙박/음식,236075
201912,인천,숙박/음식,276002
202001,인천,숙박/음식,247638
202002,인천,숙박/음식,199485
202003,인천,숙박/음식,184810
202004,인천,숙박/음식,191650
201901,인천,공과금/개인 및 전문 서비스,52631
201902,인천,공과금/개인 및 전문 서비스,46908
201903,인천,공과금/개인 및 전문 서비스,55755
201904,인천,공과금/개인 및 전문 서비스,51846
201905,인천,공과금/개인 및 전문 서비스,53499
201906,인천,공과금/개인 및 전문 서비스,49209
201907,인천,공과금/개인 및 전문 서비스,46036
201908,인천,공과금/개인 및 전문 서비스,44584
201909,인천,공과금/개인 및 전문 서비스,41296
201910,인천,공과금/개인 및 전문 서비스,47096
201911,인천,공과금/개인 및 전문 서비스,48009
201912,인천,공과금/개인 및 전문 서비스,52916
202001,인천,공과금/개인 및 전문 서비스,53133
202002,인천,공과금/개인 및 전문 서비스,49734
202003,인천,공과금/개인 및 전문 서비스,46656
202004,인천,공과금/개인 및 전문 서비스,47837
201901,인천,금융/보험,674
201902,인천,금융/보험,370
201903,인천,금융/보험,545
201904,인천,금융/보험,619
