,날짜,위치,업종,매출
117,20200601,충청남도,eatery,24772696
118,20190601,전라남도,eatery,21039824
119,20190701,전라남도,eatery,21379176
120,20190801,전라남도,eatery,23754640
121,20190901,전라남도,eatery,19682416
122,20191001,전라남도,eatery,20700472
123,20191101,전라남도,eatery,20361120
124,20191201,전라남도,eatery,21718528
125,20200101,전라남도,eatery,20021768
126,20200201,전라남도,eatery,17306952
127,20200301,전라남도,eatery,17306952
128,20200401,전라남도,eatery,17985656
129,20200501,전라남도,eatery,21718528
130,20200601,전라남도,eatery,19682416
131,20190601,대전광역시,eatery,21379176
132,20190701,대전광역시,eatery,21039824
133,20190801,대전광역시,eatery,20700472
134,20190901,대전광역시,eatery,19682416
135,20191001,대전광역시,eatery,20361120
136,20191101,대전광역시,eatery,20021768
137,20191201,대전광역시,eatery,21039824
138,20200101,대전광역시,eatery,18664360
139,20200201,대전광역시,eatery,16288896
140,20200301,대전광역시,eatery,14592136
141,20200401,대전광역시,eatery,15949544
142,20200501,대전광역시,eatery,18325008
143,20200601,대전광역시,eatery,14931488
144,20190601,울산광역시,eatery,17985656
145,20190701,울산광역시,eatery,17985656
146,20190801,울산광역시,eatery,18325008
147,20190901,울산광역시,eatery,17306952
148,20191001,울산광역시,eatery,17985656
149,20191101,울산광역시,eatery,17646304
150,20191201,울산광역시,eatery,19343064
151,20200101,울산광역시,eatery,16967600
152,20200201,울산광역시,eatery,14592136
153,20200301,울산광역시,eatery,11537968
154,20200401,울산광역시,eatery,14252784
155,20200501,울산광역시,eatery,17306952
156,20200601,울산광역시,eatery,14931488
157,20190601,충청북도,eatery,17646304
158,20190701,충청북도,eatery,17306952
159,20190801,충청북도,eatery,17646304
160,20190901,충청북도,eatery,17306952
161,20191001,충청북도,eatery,17646304
162,20191101,충청북도,eatery,16967600
163,20191201,충청북도,eatery,18325008
164,20200101,충청북도,eatery,15949544
165,20200201,충청북도,eatery,13913432
166,20200301,충청북도,eatery,12895376
167,20200401,충청북도,eatery,14592136
168,20200501,충청북도,eatery,16288896
169,20200601,충청북도,eatery,14931488
170,20190601,전라북도,eatery,16288896
171,20190701,전라북도,eatery,15949544
172,20190801,전라북도,eatery,17646304
173,20190901,전라북도,eatery,16628248
174,20191001,전라북도,eatery,16967600
175,20191101,전라북도,eatery,17306952
176,20191201,전라북도,eatery,17646304
177,20200101,전라북도,eatery,15949544
178,20200201,전라북도,eatery,13234728
179,20200301,전라북도,eatery,13234728
180,20200401,전라북도,eatery,14252784
181,20200501,전라북도,eatery,16288896
182,20200601,전라북도,eatery,14252784
183,20190601,제주특별자치도,eatery,15270840
184,20190701,제주특별자치도,eatery,15270840
185,20190801,제주특별자치도,eatery,16628248
186,20190901,제주특별자치도,eatery,14252784
187,20191001,제주특별자치도,eatery,15270840
188,20191101,제주특별자치도,eatery,14931488
189,20191201,제주특별자치도,eatery,15610192
190,20200101,제주특별자치도,eatery,14931488
191,20200201,제주특별자치도,eatery,11537968
192,20200301,제주특별자치도,eatery,11198616
193,20200401,제주특별자치도,eatery,11537968
194,20200501,제주특별자치도,eatery,13913432
195,20200601,제주특별자치도,eatery,12895376
196,20190601,광주광역시,eatery,15270840
197,20190701,광주광역시,eatery,14931488
198,20190801,광주광역시,eatery,15610192
199,20190901,광주광역시,eatery,14931488
200,20191001,광주광역시,eatery,14592136
201,20191101,광주광역시,eatery,14252784
202,20191201,광주광역시,eatery,15949544
203,20200101,광주광역시,eatery,14252784
204,20200201,광주광역시,eatery,11877320
205,20200301,광주광역시,eatery,11877320
206,20200401,광주광역시,eatery,12556024
207,20200501,광주광역시,eatery,13913432
208,20200601,광주광역시,eatery,12895376
209,20190601,서울특별시,fbeauty,200746100
210,20190701,서울특별시,fbeauty,182678951
211,20190801,서울특별시,fbeauty,188701334
212,20190901,서울특별시,fbeauty,186693873
213,20191001,서울특별시,fbeauty,196731178
214,20191101,서울특별시,fbeauty,186693873
215,20191201,서울특별시,fbeauty,186693873
216,20200101,서울특별시,fbeauty,152567036
217,20200201,서울특별시,fbeauty,136507348
218,20200301,서울특별시,fbeauty,120447660
219,20200401,서울특별시,fbeauty,134499887
220,20200501,서울특별시,fbeauty,178664029
221,20200601,서울특별시,fbeauty,166619263
222,20190601,경기도,fbeauty,130484965
223,20190701,경기도,fbeauty,118440199
224,20190801,경기도,fbeauty,108402894
225,20190901,경기도,fbeauty,120447660
226,20191001,경기도,fbeauty,134499887
227,20191101,경기도,fbeauty,122455121
228,20191201,경기도,fbeauty,120447660
229,20200101,경기도,fbeauty,112417816
230,20200201,경기도,fbeauty,90335745
231,20200301,경기도,fbeauty,88328284
232,20200401,경기도,fbeauty,130484965
233,20200501,경기도,fbeauty,160596880
234,20200601,경기도,fbeauty,128477504
235,20190601,부산광역시,fbeauty,36134298
236,20190701,부산광역시,fbeauty,36134298
237,20190801,부산광역시,fbeauty,32119376
238,20190901,부산광역시,fbeauty,32119376
239,20191001,부산광역시,fbeauty,36134298
240,20191101,부산광역시,fbeauty,34126837
241,20191201,부산광역시,fbeauty,34126837
242,20200101,부산광역시,fbeauty,30111915
243,20200201,부산광역시,fbeauty,26096993
244,20200301,부산광역시,fbeauty,20074610
245,20200401,부산광역시,fbeauty,26096993
246,20200501,부산광역시,fbeauty,44164142
247,20200601,부산광역시,fbeauty,34126837
248,20190601,대구광역시,fbeauty,34126837
249,20190701,대구광역시,fbeauty,38141759
250,20190801,대구광역시,fbeauty,24089532
251,20190901,대구광역시,fbeauty,28104454
252,20191001,대구광역시,fbeauty,32119376
253,20191101,대구광역시,fbeauty,32119376
254,20191201,대구광역시,fbeauty,30111915
255,20200101,대구광역시,fbeauty,24089532
256,20200201,대구광역시,fbeauty,16059688
257,20200301,대구광역시,fbeauty,12044766
258,20200401,대구광역시,fbeauty,20074610
259,20200501,대구광역시,fbeauty,34126837
260,20200601,대구광역시,fbeauty,28104454
261,20190601,인천광역시,fbeauty,28104454
262,20190701,인천광역시,fbeauty,26096993
263,20190801,인천광역시,fbeauty,24089532
264,20190901,인천광역시,fbeauty,26096993
265,20191001,인천광역시,fbeauty,32119376
266,20191101,인천광역시,fbeauty,30111915
267,20191201,인천광역시,fbeauty,34126837
268,20200101,인천광역시,fbeauty,24089532
269,20200201,인천광역시,fbeauty,20074610
270,20200301,인천광역시,fbeauty,16059688
271,20200401,인천광역시,fbeauty,22082071
272,20200501,인천광역시,fbeauty,30111915
273,20200601,인천광역시,fbeauty,22082071
274,20190601,경상남도,fbeauty,24089532
275,20190701,경상남도,fbeauty,22082071
276,20190801,경상남도,fbeauty,20074610
277,20190901,경상남도,fbeauty,22082071
278,20191001,경상남도,fbeauty,24089532
279,20191101,경상남도,fbeauty,24089532
280,20191201,경상남도,fbeauty,22082071
281,20200101,경상남도,fbeauty,22082071
282,20200201,경상남도,fbeauty,16059688
283,20200301,경상남도,fbeauty,14052227
284,20200401,경상남도,fbeauty,22082071
285,20200501,경상남도,fbeauty,32119376
286,20200601,경상남도,fbeauty,22082071
287,20190601,경상북도,fbeauty,16059688
288,20190701,경상북도,fbeauty,16059688
289,20190801,경상북도,fbeauty,14052227
290,20190901,경상북도,fbeauty,16059688
291,20191001,경상북도,fbeauty,16059688
292,20191101,경상북도,fbeauty,14052227
293,20191201,경상북도,fbeauty,14052227
294,20200101,경상북도,fbeauty,12044766
295,20200201,경상북도,fbeauty,10037305
296,20200301,경상북도,fbeauty,8029844
297,20200401,경상북도,fbeauty,16059688
298,20200501,경상북도,fbeauty,22082071
299,20200601,경상북도,fbeauty,14052227
300,20190601,충청남도,fbeauty,22216950
301,20190701,충청남도,fbeauty,21328272
302,20190801,충청남도,fbeauty,19550916
303,20190901,충청남도,fbeauty,24586758
304,20191001,충청남도,fbeauty,22809402
305,20191101,충청남도,fbeauty,26956566
306,20191201,충청남도,fbeauty,24290532
307,20200101,충청남도,fbeauty,19254690
308,20200201,충청남도,fbeauty,15699978
309,20200301,충청남도,fbeauty,13626396
310,20200401,충청남도,fbeauty,20735820
311,20200501,충청남도,fbeauty,29622600
312,20200601,충청남도,fbeauty,24290532
313,20190601,대전광역시,fbeauty,15107526
314,20190701,대전광역시,fbeauty,14811300
315,20190801,대전광역시,fbeauty,14218848
316,20190901,대전광역시,fbeauty,15403752
317,20191001,대전광역시,fbeauty,19254690
318,20191101,대전광역시,fbeauty,17181108
319,20191201,대전광역시,fbeauty,16588656
320,20200101,대전광역시,fbeauty,13922622
321,20200201,대전광역시,fbeauty,10071684
322,20200301,대전광역시,fbeauty,9183006
323,20200401,대전광역시,fbeauty,13033944
324,20200501,대전광역시,fbeauty,18662238
325,20200601,대전광역시,fbeauty,13330170
326,20190601,충청북도,fbeauty,13330170
327,20190701,충청북도,fbeauty,13330170
328,20190801,충청북도,fbeauty,11256588
329,20190901,충청북도,fbeauty,15403752
330,20191001,충청북도,fbeauty,15403752
331,20191101,충청북도,fbeauty,13922622
332,20191201,충청북도,fbeauty,12737718
333,20200101,충청북도,fbeauty,12737718
334,20200201,충청북도,fbeauty,8886780
335,20200301,충청북도,fbeauty,8590554
336,20200401,충청북도,fbeauty,15996204
337,20200501,충청북도,fbeauty,19847142
338,20200601,충청북도,fbeauty,14515074
339,20190601,강원도,fbeauty,15107526
340,20190701,강원도,fbeauty,14218848
341,20190801,강원도,fbeauty,13033944
342,20190901,강원도,fbeauty,14218848
343,20191001,강원도,fbeauty,16588656
344,20191101,강원도,fbeauty,14811300
345,20191201,강원도,fbeauty,11849040
346,20200101,강원도,fbeauty,10960362
347,20200201,강원도,fbeauty,9479232
348,20200301,강원도,fbeauty,8590554
349,20200401,강원도,fbeauty,14811300
350,20200501,강원도,fbeauty,15107526
351,20200601,강원도,fbeauty,13922622
352,20190601,전라북도,fbeauty,9775458
353,20190701,전라북도,fbeauty,9479232
354,20190801,전라북도,fbeauty,8590554
355,20190901,전라북도,fbeauty,9775458
356,20191001,전라북도,fbeauty,10664136
357,20191101,전라북도,fbeauty,10071684
358,20191201,전라북도,fbeauty,9775458
359,20200101,전라북도,fbeauty,7998102
360,20200201,전라북도,fbeauty,5924520
361,20200301,전라북도,fbeauty,6813198
362,20200401,전라북도,fbeauty,10071684
363,20200501,전라북도,fbeauty,11849040
364,20200601,전라북도,fbeauty,9775458
365,20190601,광주광역시,fbeauty,9479232
366,20190701,광주광역시,fbeauty,9479232
367,20190801,광주광역시,fbeauty,8294328
368,20190901,광주광역시,fbeauty,9183006
369,20191001,광주광역시,fbeauty,10071684
370,20191101,광주광역시,fbeauty,9775458
371,20191201,광주광역시,fbeauty,9479232
372,20200101,광주광역시,fbeauty,7701876
373,20200201,광주광역시,fbeauty,6516972
374,20200301,광주광역시,fbeauty,6813198
375,20200401,광주광역시,fbeauty,10367910
376,20200501,광주광역시,fbeauty,12145266
377,20200601,광주광역시,fbeauty,8590554
378,20190601,울산광역시,fbeauty,6813198
379,20190701,울산광역시,fbeauty,7109424
380,20190801,울산광역시,fbeauty,6220746
381,20190901,울산광역시,fbeauty,7701876
382,20191001,울산광역시,fbeauty,7405650
383,20191101,울산광역시,fbeauty,7109424
384,20191201,울산광역시,fbeauty,6516972
385,20200101,울산광역시,fbeauty,6220746
386,20200201,울산광역시,fbeauty,5332068
387,20200301,울산광역시,fbeauty,4147164
388,20200401,울산광역시,fbeauty,6516972
389,20200501,울산광역시,fbeauty,8886780
390,20200601,울산광역시,fbeauty,6516972
391,20190601,전라남도,fbeauty,6813198
392,20190701,전라남도,fbeauty,6516972
393,20190801,전라남도,fbeauty,5332068
394,20190901,전라남도,fbeauty,6220746
395,20191001,전라남도,fbeauty,6516972
396,20191101,전라남도,fbeauty,6516972
397,20191201,전라남도,fbeauty,6516972
398,20200101,전라남도,fbeauty,5332068
399,20200201,전라남도,fbeauty,4739616
400,20200301,전라남도,fbeauty,5035842
401,20200401,전라남도,fbeauty,7405650
402,20200501,전라남도,fbeauty,8590554
403,20200601,전라남도,fbeauty,6220746
404,20190601,제주특별자치도,fbeauty,5924520
405,20190701,제주특별자치도,fbeauty,5332068
406,20190801,제주특별자치도,fbeauty,5035842
407,20190901,제주특별자치도,fbeauty,5332068
408,20191001,제주특별자치도,fbeauty,6516972
409,20191101,제주특별자치도,fbeauty,5924520
410,20191201,제주특별자치도,fbeauty,5628294
411,20200101,제주특별자치도,fbeauty,5035842
412,20200201,제주특별자치도,fbeauty,3554712
413,20200301,제주특별자치도,fbeauty,3850938
414,20200401,제주특별자치도,fbeauty,6220746
415,20200501,제주특별자치도,fbeauty,7109424
416,20200601,제주특별자치도,fbeauty,5332068
417,20190601,서울특별시,hobbyenter,244935123
418,20190701,서울특별시,hobbyenter,263371100
419,20190801,서울특별시,hobbyenter,255469967
420,20190901,서울특별시,hobbyenter,234400279
421,20191001,서울특별시,hobbyenter,242301412
422,20191101,서울특별시,hobbyenter,239667701
423,20191201,서울특별시,hobbyenter,242301412
424,20200101,서울특별시,hobbyenter,215964302
425,20200201,서울특별시,hobbyenter,181726059
426,20200301,서울특별시,hobbyenter,150121527
427,20200401,서울특별시,hobbyenter,163290082
428,20200501,서울특별시,hobbyenter,189627192
429,20200601,서울특별시,hobbyenter,179092348
430,20190601,경기도,hobbyenter,194894614
431,20190701,경기도,hobbyenter,184359770
432,20190801,경기도,hobbyenter,189627192
433,20190901,경기도,hobbyenter,179092348
434,20191001,경기도,hobbyenter,192260903
435,20191101,경기도,hobbyenter,171191215
436,20191201,경기도,hobbyenter,181726059
437,20200101,경기도,hobbyenter,176458637
438,20200201,경기도,hobbyenter,152755238
439,20200301,경기도,hobbyenter,163290082
440,20200401,경기도,hobbyenter,171191215
441,20200501,경기도,hobbyenter,197528325
442,20200601,경기도,hobbyenter,163290082
443,20190601,부산광역시,hobbyenter,57941642
444,20190701,부산광역시,hobbyenter,60575353
445,20190801,부산광역시,hobbyenter,71110197
446,20190901,부산광역시,hobbyenter,52674220
447,20191001,부산광역시,hobbyenter,52674220
448,20191101,부산광역시,hobbyenter,50040509
449,20191201,부산광역시,hobbyenter,57941642
450,20200101,부산광역시,hobbyenter,52674220
451,20200201,부산광역시,hobbyenter,39505665
452,20200301,부산광역시,hobbyenter,36871954
453,20200401,부산광역시,hobbyenter,36871954
454,20200501,부산광역시,hobbyenter,50040509
455,20200601,부산광역시,hobbyenter,47406798
456,20190601,인천광역시,hobbyenter,31604532
457,20190701,인천광역시,hobbyenter,28970821
458,20190801,인천광역시,hobbyenter,28970821
459,20190901,인천광역시,hobbyenter,28970821
460,20191001,인천광역시,hobbyenter,28970821
461,20191101,인천광역시,hobbyenter,26337110
462,20191201,인천광역시,hobbyenter,31604532
463,20200101,인천광역시,hobbyenter,31604532
464,20200201,인천광역시,hobbyenter,26337110
465,20200301,인천광역시,hobbyenter,26337110
466,20200401,인천광역시,hobbyenter,26337110
467,20200501,인천광역시,hobbyenter,31604532
468,20200601,인천광역시,hobbyenter,26337110
469,20190601,경상남도,hobbyenter,26337110
470,20190701,경상남도,hobbyenter,26337110
471,20190801,경상남도,hobbyenter,28970821
472,20190901,경상남도,hobbyenter,28970821
473,20191001,경상남도,hobbyenter,28970821
474,20191101,경상남도,hobbyenter,26337110
475,20191201,경상남도,hobbyenter,26337110
476,20200101,경상남도,hobbyenter,26337110
477,20200201,경상남도,hobbyenter,26337110
478,20200301,경상남도,hobbyenter,23703399
479,20200401,경상남도,hobbyenter,26337110
480,20200501,경상남도,hobbyenter,31604532
481,20200601,경상남도,hobbyenter,23703399
482,20190601,대구광역시,hobbyenter,26337110
483,20190701,대구광역시,hobbyenter,26337110
484,20190801,대구광역시,hobbyenter,26337110
485,20190901,대구광역시,hobbyenter,26337110
486,20191001,대구광역시,hobbyenter,26337110
487,20191101,대구광역시,hobbyenter,26337110
488,20191201,대구광역시,hobbyenter,31604532
489,20200101,대구광역시,hobbyenter,26337110
490,20200201,대구광역시,hobbyenter,21069688
491,20200301,대구광역시,hobbyenter,18435977
492,20200401,대구광역시,hobbyenter,21069688
493,20200501,대구광역시,hobbyenter,26337110
494,20200601,대구광역시,hobbyenter,21069688
495,20190601,경상북도,hobbyenter,21069688
496,20190701,경상북도,hobbyenter,18435977
497,20190801,경상북도,hobbyenter,21069688
498,20190901,경상북도,hobbyenter,18435977
499,20191001,경상북도,hobbyenter,21069688
500,20191101,경상북도,hobbyenter,18435977
501,20191201,경상북도,hobbyenter,18435977
502,20200101,경상북도,hobbyenter,15802266
503,20200201,경상북도,hobbyenter,13168555
504,20200301,경상북도,hobbyenter,10534844
505,20200401,경상북도,hobbyenter,15802266
506,20200501,경상북도,hobbyenter,21069688
507,20200601,경상북도,hobbyenter,15802266
508,20190601,충청남도,hobbyenter,18490010
509,20190701,충청남도,hobbyenter,18176620
510,20190801,충청남도,hobbyenter,19116790
511,20190901,충청남도,hobbyenter,17236450
512,20191001,충청남도,hobbyenter,20370350
513,20191101,충청남도,hobbyenter,17236450
514,20191201,충청남도,hobbyenter,19116790
515,20200101,충청남도,hobbyenter,17236450
516,20200201,충청남도,hobbyenter,14729330
517,20200301,충청남도,hobbyenter,15356110
518,20200401,충청남도,hobbyenter,16296280
519,20200501,충청남도,hobbyenter,21310520
520,20200601,충청남도,hobbyenter,15669500
521,20190601,강원도,hobbyenter,17549840
522,20190701,강원도,hobbyenter,24444420
523,20190801,강원도,hobbyenter,31339000
524,20190901,강원도,hobbyenter,14415940
525,20191001,강원도,hobbyenter,15042720
526,20191101,강원도,hobbyenter,11908820
527,20191201,강원도,hobbyenter,15982890
528,20200101,강원도,hobbyenter,21310520
529,20200201,강원도,hobbyenter,13789160
530,20200301,강원도,hobbyenter,9715090
531,20200401,강원도,hobbyenter,10968650
532,20200501,강원도,hobbyenter,14102550
533,20200601,강원도,hobbyenter,12222210
534,20190601,충청북도,hobbyenter,14729330
535,20190701,충청북도,hobbyenter,12535600
536,20190801,충청북도,hobbyenter,11908820
537,20190901,충청북도,hobbyenter,11908820
538,20191001,충청북도,hobbyenter,11282040
539,20191101,충청북도,hobbyenter,10968650
540,20191201,충청북도,hobbyenter,11282040
541,20200101,충청북도,hobbyenter,10968650
542,20200201,충청북도,hobbyenter,10028480
543,20200301,충청북도,hobbyenter,12535600
544,20200401,충청북도,hobbyenter,10655260
545,20200501,충청북도,hobbyenter,12222210
546,20200601,충청북도,hobbyenter,10341870
547,20190601,대전광역시,hobbyenter,12222210
548,20190701,대전광역시,hobbyenter,12535600
549,20190801,대전광역시,hobbyenter,13162380
550,20190901,대전광역시,hobbyenter,11282040
551,20191001,대전광역시,hobbyenter,11282040
552,20191101,대전광역시,hobbyenter,10341870
553,20191201,대전광역시,hobbyenter,12222210
554,20200101,대전광역시,hobbyenter,10655260
555,20200201,대전광역시,hobbyenter,10028480
556,20200301,대전광역시,hobbyenter,10028480
557,20200401,대전광역시,hobbyenter,10341870
558,20200501,대전광역시,hobbyenter,12848990
559,20200601,대전광역시,hobbyenter,8461530
560,20190601,전라남도,hobbyenter,11595430
561,20190701,전라남도,hobbyenter,11908820
562,20190801,전라남도,hobbyenter,14729330
563,20190901,전라남도,hobbyenter,10341870
564,20191001,전라남도,hobbyenter,12848990
565,20191101,전라남도,hobbyenter,11282040
566,20191201,전라남도,hobbyenter,11282040
567,20200101,전라남도,hobbyenter,11908820
568,20200201,전라남도,hobbyenter,8461530
569,20200301,전라남도,hobbyenter,8461530
570,20200401,전라남도,hobbyenter,8461530
571,20200501,전라남도,hobbyenter,12222210
572,20200601,전라남도,hobbyenter,9401700
573,20190601,전라북도,hobbyenter,10028480
574,20190701,전라북도,hobbyenter,10341870
575,20190801,전라북도,hobbyenter,10968650
576,20190901,전라북도,hobbyenter,9715090
577,20191001,전라북도,hobbyenter,10968650
578,20191101,전라북도,hobbyenter,10028480
579,20191201,전라북도,hobbyenter,9715090
580,20200101,전라북도,hobbyenter,9715090
581,20200201,전라북도,hobbyenter,8148140
582,20200301,전라북도,hobbyenter,9401700
583,20200401,전라북도,hobbyenter,9088310
584,20200501,전라북도,hobbyenter,11595430
585,20200601,전라북도,hobbyenter,9401700
586,20190601,제주특별자치도,hobbyenter,11908820
587,20190701,제주특별자치도,hobbyenter,11282040
588,20190801,제주특별자치도,hobbyenter,10968650
589,20190901,제주특별자치도,hobbyenter,8774920
590,20191001,제주특별자치도,hobbyenter,12535600
591,20191101,제주특별자치도,hobbyenter,10028480
592,20191201,제주특별자치도,hobbyenter,9401700
593,20200101,제주특별자치도,hobbyenter,10028480
594,20200201,제주특별자치도,hobbyenter,7521360
595,20200301,제주특별자치도,hobbyenter,5327630
596,20200401,제주특별자치도,hobbyenter,6581190
597,20200501,제주특별자치도,hobbyenter,8461530
598,20200601,제주특별자치도,hobbyenter,7521360
599,20190601,울산광역시,hobbyenter,9715090
600,20190701,울산광역시,hobbyenter,10341870
601,20190801,울산광역시,hobbyenter,9088310
602,20190901,울산광역시,hobbyenter,8774920
603,20191001,울산광역시,hobbyenter,8774920
604,20191101,울산광역시,hobbyenter,8774920
605,20191201,울산광역시,hobbyenter,10028480
606,20200101,울산광역시,hobbyenter,8774920
607,20200201,울산광역시,hobbyenter,8148140
608,20200301,울산광역시,hobbyenter,8148140
609,20200401,울산광역시,hobbyenter,8461530
610,20200501,울산광역시,hobbyenter,9715090
611,20200601,울산광역시,hobbyenter,8148140
612,20190601,광주광역시,hobbyenter,8461530
613,20190701,광주광역시,hobbyenter,8461530
614,20190801,광주광역시,hobbyenter,7834750
615,20190901,광주광역시,hobbyenter,7207970
616,20191001,광주광역시,hobbyenter,7207970
617,20191101,광주광역시,hobbyenter,7521360
618,20191201,광주광역시,hobbyenter,8461530
619,20200101,광주광역시,hobbyenter,7521360
620,20200201,광주광역시,hobbyenter,7207970
621,20200301,광주광역시,hobbyenter,7207970
622,20200401,광주광역시,hobbyenter,7834750
623,20200501,광주광역시,hobbyenter,10028480
624,20200601,광주광역시,hobbyenter,7521360
625,20190601,서울특별시,leisure,230461400
626,20190701,서울특별시,leisure,228156786
627,20190801,서울특별시,leisure,221242944
628,20190901,서울특별시,leisure,198196804
629,20191001,서울특별시,leisure,221242944
630,20191101,서울특별시,leisure,207415260
631,20191201,서울특별시,leisure,200501418
632,20200101,서울특별시,leisure,212024488
633,20200201,서울특별시,leisure,179759892
634,20200301,서울특별시,leisure,147495296
635,20200401,서울특별시,leisure,177455278
636,20200501,서울특별시,leisure,202806032
637,20200601,서울특별시,leisure,184369120
638,20190601,경기도,leisure,209719874
639,20190701,경기도,leisure,214329102
640,20190801,경기도,leisure,209719874
641,20190901,경기도,leisure,191282962
642,20191001,경기도,leisure,205110646
643,20191101,경기도,leisure,186673734
644,20191201,경기도,leisure,177455278
645,20200101,경기도,leisure,202806032
646,20200201,경기도,leisure,152104524
647,20200301,경기도,leisure,129058384
648,20200401,경기도,leisure,156713752
649,20200501,경기도,leisure,195892190
650,20200601,경기도,leisure,186673734
651,20190601,부산광역시,leisure,41483052
652,20190701,부산광역시,leisure,41483052
653,20190801,부산광역시,leisure,39178438
654,20190901,부산광역시,leisure,34569210
655,20191001,부산광역시,leisure,36873824
656,20191101,부산광역시,leisure,36873824
657,20191201,부산광역시,leisure,36873824
658,20200101,부산광역시,leisure,34569210
659,20200201,부산광역시,leisure,27655368
660,20200301,부산광역시,leisure,20741526
661,20200401,부산광역시,leisure,27655368
662,20200501,부산광역시,leisure,39178438
