,날짜,위치,업종,매출
1126,20191201,대구광역시,tour,8643264
1127,20200101,대구광역시,tour,5762176
1128,20200201,대구광역시,tour,4321632
1129,20200301,대구광역시,tour,1440544
1130,20200401,대구광역시,tour,2881088
1131,20200501,대구광역시,tour,4321632
1132,20190501,제주특별자치도,tour,32799536
1133,20190601,제주특별자치도,tour,32799536
1134,20190701,제주특별자치도,tour,40413714
1135,20190801,제주특별자치도,tour,58570600
1136,20190901,제주특별자치도,tour,28113888
1137,20191001,제주특별자치도,tour,35728066
1138,20191101,제주특별자치도,tour,29871006
1139,20191201,제주특별자치도,tour,32799536
1140,20200101,제주특별자치도,tour,31628124
1141,20200201,제주특별자치도,tour,15228356
1142,20200301,제주특별자치도,tour,11714120
1143,20200401,제주특별자치도,tour,13471238
1144,20200501,제주특별자치도,tour,24013946
1145,20190501,강원도,tour,23428240
1146,20190601,강원도,tour,22842534
1147,20190701,강원도,tour,32799536
1148,20190801,강원도,tour,55056364
1149,20190901,강원도,tour,21671122
1150,20191001,강원도,tour,28113888
1151,20191101,강원도,tour,18742592
1152,20191201,강원도,tour,28699594
1153,20200101,강원도,tour,42756538
1154,20200201,강원도,tour,23428240
1155,20200301,강원도,tour,11128414
1156,20200401,강원도,tour,11128414
1157,20200501,강원도,tour,18742592
1158,20190501,전라남도,tour,5857060
1159,20190601,전라남도,tour,6442766
1160,20190701,전라남도,tour,6442766
1161,20190801,전라남도,tour,11714120
1162,20190901,전라남도,tour,6442766
1163,20191001,전라남도,tour,8199884
1164,20191101,전라남도,tour,7028472
1165,20191201,전라남도,tour,6442766
1166,20200101,전라남도,tour,6442766
1167,20200201,전라남도,tour,4099942
1168,20200301,전라남도,tour,3514236
1169,20200401,전라남도,tour,4099942
1170,20200501,전라남도,tour,7614178
1171,20190501,충청남도,tour,7028472
1172,20190601,충청남도,tour,7028472
1173,20190701,충청남도,tour,9371296
1174,20190801,충청남도,tour,14056944
1175,20190901,충청남도,tour,6442766
1176,20191001,충청남도,tour,7028472
1177,20191101,충청남도,tour,5857060
1178,20191201,충청남도,tour,6442766
1179,20200101,충청남도,tour,5857060
1180,20200201,충청남도,tour,3514236
1181,20200301,충청남도,tour,3514236
1182,20200401,충청남도,tour,3514236
1183,20200501,충청남도,tour,5271354
1184,20190501,전라북도,tour,4099942
1185,20190601,전라북도,tour,4099942
1186,20190701,전라북도,tour,4685648
1187,20190801,전라북도,tour,7028472
1188,20190901,전라북도,tour,3514236
1189,20191001,전라북도,tour,4685648
1190,20191101,전라북도,tour,4099942
1191,20191201,전라북도,tour,5857060
1192,20200101,전라북도,tour,8785590
1193,20200201,전라북도,tour,4685648
1194,20200301,전라북도,tour,1757118
1195,20200401,전라북도,tour,1757118
1196,20200501,전라북도,tour,3514236
1197,20190501,충청북도,tour,4685648
1198,20190601,충청북도,tour,4099942
1199,20190701,충청북도,tour,4685648
1200,20190801,충청북도,tour,7028472
1201,20190901,충청북도,tour,3514236
1202,20191001,충청북도,tour,4685648
1203,20191101,충청북도,tour,4099942
1204,20191201,충청북도,tour,4099942
1205,20200101,충청북도,tour,4099942
1206,20200201,충청북도,tour,2342824
1207,20200301,충청북도,tour,1757118
1208,20200401,충청북도,tour,1757118
1209,20200501,충청북도,tour,3514236
1210,20190501,대전광역시,tour,2928530
1211,20190601,대전광역시,tour,2342824
1212,20190701,대전광역시,tour,2342824
1213,20190801,대전광역시,tour,2928530
1214,20190901,대전광역시,tour,2342824
1215,20191001,대전광역시,tour,2928530
1216,20191101,대전광역시,tour,2928530
1217,20191201,대전광역시,tour,2928530
1218,20200101,대전광역시,tour,2342824
1219,20200201,대전광역시,tour,2342824
1220,20200301,대전광역시,tour,1171412
1221,20200401,대전광역시,tour,1757118
1222,20200501,대전광역시,tour,2342824
1223,20190501,울산광역시,tour,2342824
1224,20190601,울산광역시,tour,1757118
1225,20190701,울산광역시,tour,2342824
1226,20190801,울산광역시,tour,2342824
1227,20190901,울산광역시,tour,2342824
1228,20191001,울산광역시,tour,2928530
1229,20191101,울산광역시,tour,1757118
1230,20191201,울산광역시,tour,2342824
1231,20200101,울산광역시,tour,1757118
1232,20200201,울산광역시,tour,1757118
1233,20200301,울산광역시,tour,1171412
1234,20200401,울산광역시,tour,1171412
1235,20200501,울산광역시,tour,1757118
1236,20190501,광주광역시,tour,2342824
1237,20190601,광주광역시,tour,2342824
1238,20190701,광주광역시,tour,2342824
1239,20190801,광주광역시,tour,1757118
1240,20190901,광주광역시,tour,2342824
1241,20191001,광주광역시,tour,2342824
1242,20191101,광주광역시,tour,2342824
1243,20191201,광주광역시,tour,2342824
1244,20200101,광주광역시,tour,1757118
1245,20200201,광주광역시,tour,1757118
1246,20200301,광주광역시,tour,1171412
1247,20200401,광주광역시,tour,1171412
1248,20200501,광주광역시,tour,1757118
